vulnerability_id,cve_id,server_id,office_id,severity,os_type,is_eol_os,component_name,is_eol_component,discovery_date
VULN-00438,CVE-2025-19922,SERVER-051,Office-D,Critical,Ubuntu 20.04,FALSE,OpenSSL,FALSE,2023-12-04
VULN-00439,CVE-2025-90516,SERVER-005,Office-C,High,Windows Server 2022,FALSE,Struts 2,TRUE,2025-07-15
VULN-00440,CVE-2024-60318,SERVER-018,Office-B,Low,Debian 9,TRUE,Spring Framework,FALSE,2024-04-21
VULN-00441,CVE-2023-38532,SERVER-007,Office-D,Medium,Windows Server 2016,TRUE,Redis,FALSE,2024-07-28
VULN-00442,CVE-2021-82399,SERVER-003,Office-D,High,Windows Server 2016,TRUE,nginx,FALSE,2025-05-27
VULN-00443,CVE-2025-2983,SERVER-002,Office-D,Critical,Ubuntu 20.04,FALSE,Tomcat,FALSE,2024-10-14
VULN-00444,CVE-2024-55435,SERVER-005,Office-C,High,Windows Server 2022,FALSE,PHP 5.6,TRUE,2023-12-08
VULN-00445,CVE-2025-41143,SERVER-001,Office-D,Medium,Debian 9,TRUE,Python 2.7,TRUE,2024-06-02
VULN-00446,CVE-2025-47634,SERVER-067,Office-D,Low,CentOS 7,TRUE,Struts 2,TRUE,2025-04-15
VULN-00447,CVE-2023-16501,SERVER-004,Office-A,High,CentOS 7,TRUE,Node.js,FALSE,2024-11-18
VULN-00448,CVE-2025-11575,SERVER-012,Office-B,Low,Debian 9,TRUE,MySQL,FALSE,2023-08-27
VULN-00449,CVE-2022-51140,SERVER-059,Office-A,Critical,Debian 9,TRUE,MySQL,FALSE,2025-06-22
VULN-00450,CVE-2024-50151,SERVER-031,Office-A,Medium,Ubuntu 20.04,FALSE,Apache HTTP Server,FALSE,2025-04-13
VULN-00451,CVE-2021-87920,SERVER-034,Office-A,Critical,Windows Server 2016,TRUE,Python 2.7,TRUE,2025-07-23
VULN-00452,CVE-2024-25503,SERVER-069,Office-C,High,Linux,FALSE,JBoss,TRUE,2023-09-25
VULN-00453,CVE-2021-9909,SERVER-051,Office-D,Medium,Ubuntu 20.04,FALSE,PHP 5.6,TRUE,2024-06-05
VULN-00454,CVE-2021-91424,SERVER-014,Office-D,Low,Ubuntu 20.04,FALSE,Node.js,FALSE,2025-05-22
VULN-00455,CVE-2023-90237,SERVER-007,Office-D,Medium,Windows Server 2016,TRUE,PHP 5.6,TRUE,2023-07-26
VULN-00456,CVE-2021-17594,SERVER-031,Office-A,Medium,Ubuntu 20.04,FALSE,PostgreSQL,FALSE,2023-11-22
VULN-00457,CVE-2025-37545,SERVER-038,Office-D,Critical,RedHat Enterprise Linux 8,FALSE,IIS,FALSE,2023-09-27
VULN-00458,CVE-2021-17499,SERVER-008,Office-D,Critical,Windows Server 2022,FALSE,Struts 2,TRUE,2024-01-17
VULN-00459,CVE-2024-79712,SERVER-034,Office-A,Critical,Windows Server 2016,TRUE,Python 2.7,TRUE,2024-11-14
VULN-00460,CVE-2024-58958,SERVER-066,Office-A,Low,CentOS 7,TRUE,nginx,FALSE,2025-04-15
VULN-00461,CVE-2025-15600,SERVER-028,Office-B,Low,Debian 9,TRUE,Python 2.7,TRUE,2025-05-11
VULN-00462,CVE-2025-15988,SERVER-041,Office-B,Medium,Windows Server 2016,TRUE,Spring Framework,FALSE,2024-08-05
VULN-00463,CVE-2021-52089,SERVER-010,Office-A,High,Debian 9,TRUE,JBoss,TRUE,2024-07-30
VULN-00464,CVE-2025-9806,SERVER-059,Office-A,Low,Debian 9,TRUE,JBoss,TRUE,2023-10-25
VULN-00465,CVE-2025-44884,SERVER-056,Office-C,High,CentOS 7,TRUE,JBoss,TRUE,2025-04-14
VULN-00466,CVE-2022-2512,SERVER-006,Office-D,High,CentOS 7,TRUE,MySQL,FALSE,2025-07-10
VULN-00467,CVE-2024-49987,SERVER-021,Office-B,High,Debian 9,TRUE,nginx,FALSE,2025-05-10
VULN-00468,CVE-2021-14740,SERVER-069,Office-C,High,Linux,FALSE,PHP 5.6,TRUE,2023-11-10
VULN-00469,CVE-2021-23907,SERVER-064,Office-D,Medium,Debian 9,TRUE,OpenSSH,FALSE,2024-06-01
VULN-00470,CVE-2025-43565,SERVER-046,Office-B,Critical,Windows Server 2019,FALSE,IIS,FALSE,2024-06-14
VULN-00471,CVE-2021-63357,SERVER-031,Office-A,High,Ubuntu 20.04,FALSE,JBoss,TRUE,2023-12-04
VULN-00472,CVE-2022-73266,SERVER-049,Office-C,Critical,Windows Server 2019,FALSE,Redis,FALSE,2025-01-10
VULN-00473,CVE-2024-21329,SERVER-066,Office-A,High,CentOS 7,TRUE,OpenSSL,FALSE,2025-03-11
VULN-00474,CVE-2024-67565,SERVER-052,Office-A,Medium,Linux,FALSE,PostgreSQL,FALSE,2025-01-01
VULN-00475,CVE-2025-59633,SERVER-044,Office-D,High,CentOS 7,TRUE,nginx,FALSE,2024-03-10
VULN-00476,CVE-2021-70276,SERVER-007,Office-D,High,Windows Server 2016,TRUE,Python 2.7,TRUE,2024-07-01
VULN-00477,CVE-2024-49505,SERVER-067,Office-D,Medium,CentOS 7,TRUE,Python 2.7,TRUE,2024-04-22
VULN-00478,CVE-2024-7435,SERVER-031,Office-A,Critical,Ubuntu 20.04,FALSE,Node.js,FALSE,2024-10-24
VULN-00479,CVE-2024-54994,SERVER-002,Office-D,Critical,Ubuntu 20.04,FALSE,Redis,FALSE,2023-10-26
VULN-00480,CVE-2025-74408,SERVER-050,Office-D,Critical,RedHat Enterprise Linux 8,FALSE,Apache HTTP Server,FALSE,2025-05-25
VULN-00481,CVE-2023-83485,SERVER-050,Office-D,High,RedHat Enterprise Linux 8,FALSE,Python 2.7,TRUE,2024-06-13
VULN-00482,CVE-2021-59667,SERVER-015,Office-B,Medium,Debian 9,TRUE,Struts 2,TRUE,2023-11-14
VULN-00483,CVE-2021-60157,SERVER-026,Office-C,High,Linux,FALSE,Struts 2,TRUE,2024-06-27
VULN-00484,CVE-2025-76535,SERVER-004,Office-A,High,CentOS 7,TRUE,Node.js,FALSE,2024-09-07
VULN-00485,CVE-2025-14850,SERVER-022,Office-D,High,Windows Server 2019,FALSE,Redis,FALSE,2023-08-02
VULN-00486,CVE-2021-16147,SERVER-012,Office-B,Medium,Debian 9,TRUE,Python 2.7,TRUE,2025-06-28
VULN-00487,CVE-2022-16871,SERVER-052,Office-A,Critical,Linux,FALSE,Struts 2,TRUE,2024-01-30
VULN-00488,CVE-2021-86806,SERVER-052,Office-A,Medium,Linux,FALSE,Python 2.7,TRUE,2023-10-08
VULN-00489,CVE-2025-22227,SERVER-050,Office-D,High,RedHat Enterprise Linux 8,FALSE,PHP 5.6,TRUE,2025-06-07
VULN-00490,CVE-2023-32203,SERVER-045,Office-B,High,RedHat Enterprise Linux 8,FALSE,PHP 5.6,TRUE,2025-06-08
VULN-00491,CVE-2021-10248,SERVER-041,Office-B,High,Windows Server 2016,TRUE,Spring Framework,FALSE,2023-10-19
VULN-00492,CVE-2025-92627,SERVER-006,Office-D,High,CentOS 7,TRUE,Spring Framework,FALSE,2024-12-26
VULN-00493,CVE-2025-39108,SERVER-044,Office-D,High,CentOS 7,TRUE,PHP 5.6,TRUE,2023-08-31
VULN-00494,CVE-2021-30783,SERVER-047,Office-B,Critical,RedHat Enterprise Linux 8,FALSE,Apache HTTP Server,FALSE,2024-04-22
VULN-00495,CVE-2021-78785,SERVER-024,Office-D,Medium,Windows Server 2016,TRUE,PHP 5.6,TRUE,2025-03-15
VULN-00496,CVE-2022-7640,SERVER-050,Office-D,Critical,RedHat Enterprise Linux 8,FALSE,nginx,FALSE,2025-05-26
VULN-00497,CVE-2021-44939,SERVER-028,Office-B,High,Debian 9,TRUE,JBoss,TRUE,2024-09-17
VULN-00498,CVE-2021-34905,SERVER-060,Office-B,Critical,Windows Server 2016,TRUE,MySQL,FALSE,2023-12-26
VULN-00499,CVE-2023-45944,SERVER-048,Office-C,High,RedHat Enterprise Linux 8,FALSE,Python 2.7,TRUE,2024-02-09
VULN-00500,CVE-2025-69723,SERVER-050,Office-D,High,RedHat Enterprise Linux 8,FALSE,JBoss,TRUE,2024-05-25
VULN-00501,CVE-2023-94454,SERVER-056,Office-C,Low,CentOS 7,TRUE,Node.js,FALSE,2024-11-09
VULN-00502,CVE-2021-46955,SERVER-004,Office-A,Low,CentOS 7,TRUE,Spring Framework,FALSE,2025-04-03
VULN-00503,CVE-2024-35471,SERVER-042,Office-D,Medium,CentOS 7,TRUE,JBoss,TRUE,2024-05-17
VULN-00504,CVE-2023-5762,SERVER-054,Office-D,Critical,Debian 9,TRUE,nginx,FALSE,2024-03-02
VULN-00505,CVE-2024-83328,SERVER-048,Office-C,Low,RedHat Enterprise Linux 8,FALSE,PHP 5.6,TRUE,2024-10-21
VULN-00506,CVE-2024-35029,SERVER-006,Office-D,Medium,CentOS 7,TRUE,JBoss,TRUE,2024-01-07
VULN-00507,CVE-2022-87006,SERVER-012,Office-B,Medium,Debian 9,TRUE,JBoss,TRUE,2023-07-31
VULN-00508,CVE-2024-67111,SERVER-006,Office-D,Low,CentOS 7,TRUE,Tomcat,FALSE,2023-11-03
VULN-00509,CVE-2023-61339,SERVER-040,Office-B,Critical,Debian 9,TRUE,JBoss,TRUE,2025-03-15
VULN-00510,CVE-2025-27881,SERVER-050,Office-D,Medium,RedHat Enterprise Linux 8,FALSE,MySQL,FALSE,2024-07-26
VULN-00511,CVE-2021-1357,SERVER-015,Office-B,High,Debian 9,TRUE,Python 2.7,TRUE,2024-06-18
VULN-00512,CVE-2022-69262,SERVER-020,Office-B,High,Linux,FALSE,Struts 2,TRUE,2024-03-21
VULN-00513,CVE-2025-82905,SERVER-023,Office-C,High,Debian 9,TRUE,Spring Framework,FALSE,2025-02-27
VULN-00514,CVE-2025-87488,SERVER-043,Office-D,High,Windows Server 2022,FALSE,OpenSSH,FALSE,2025-05-19
VULN-00515,CVE-2023-55360,SERVER-017,Office-A,Medium,RedHat Enterprise Linux 8,FALSE,Redis,FALSE,2023-08-01
VULN-00516,CVE-2021-37312,SERVER-015,Office-B,High,Debian 9,TRUE,OpenSSL,FALSE,2023-11-24
VULN-00517,CVE-2023-19887,SERVER-036,Office-B,High,Windows Server 2016,TRUE,PHP 5.6,TRUE,2024-06-25
VULN-00518,CVE-2023-73937,SERVER-009,Office-D,Low,Debian 9,TRUE,JBoss,TRUE,2023-09-28
VULN-00519,CVE-2023-93489,SERVER-067,Office-D,High,CentOS 7,TRUE,OpenSSH,FALSE,2024-03-09
VULN-00520,CVE-2024-8508,SERVER-049,Office-C,Medium,Windows Server 2019,FALSE,Spring Framework,FALSE,2024-11-05
VULN-00521,CVE-2022-86744,SERVER-044,Office-D,Medium,CentOS 7,TRUE,JBoss,TRUE,2023-11-30
VULN-00522,CVE-2024-84734,SERVER-062,Office-A,High,Windows Server 2016,TRUE,Redis,FALSE,2025-05-15
VULN-00523,CVE-2021-30958,SERVER-048,Office-C,Low,RedHat Enterprise Linux 8,FALSE,PHP 5.6,TRUE,2023-12-19
VULN-00524,CVE-2024-60473,SERVER-020,Office-B,High,Linux,FALSE,JBoss,TRUE,2024-10-21
VULN-00525,CVE-2023-78381,SERVER-022,Office-D,High,Windows Server 2019,FALSE,MySQL,FALSE,2024-11-18
VULN-00526,CVE-2024-92814,SERVER-027,Office-B,Medium,Debian 9,TRUE,Node.js,FALSE,2024-11-19
VULN-00527,CVE-2023-51278,SERVER-026,Office-C,Critical,Linux,FALSE,Python 2.7,TRUE,2024-07-25
VULN-00528,CVE-2021-23162,SERVER-025,Office-A,Low,Windows Server 2019,FALSE,OpenSSH,FALSE,2025-06-18
VULN-00529,CVE-2021-34731,SERVER-056,Office-C,Low,CentOS 7,TRUE,PHP 5.6,TRUE,2025-02-24
VULN-00530,CVE-2022-95688,SERVER-056,Office-C,High,CentOS 7,TRUE,Struts 2,TRUE,2023-12-16
VULN-00531,CVE-2024-52126,SERVER-060,Office-B,Low,Windows Server 2016,TRUE,nginx,FALSE,2025-05-12
VULN-00532,CVE-2021-86986,SERVER-010,Office-A,Low,Debian 9,TRUE,IIS,FALSE,2023-09-24
VULN-00533,CVE-2024-31340,SERVER-050,Office-D,High,RedHat Enterprise Linux 8,FALSE,Python 2.7,TRUE,2024-06-11
VULN-00534,CVE-2023-44726,SERVER-003,Office-D,Critical,Windows Server 2016,TRUE,OpenSSH,FALSE,2025-02-03
VULN-00535,CVE-2021-97731,SERVER-002,Office-D,Medium,Ubuntu 20.04,FALSE,IIS,FALSE,2024-01-24
VULN-00536,CVE-2022-28809,SERVER-017,Office-A,High,RedHat Enterprise Linux 8,FALSE,Python 2.7,TRUE,2024-12-31
VULN-00537,CVE-2025-74601,SERVER-010,Office-A,Medium,Debian 9,TRUE,Python 2.7,TRUE,2025-01-24
VULN-00538,CVE-2021-60598,SERVER-005,Office-C,Low,Windows Server 2022,FALSE,IIS,FALSE,2025-04-18
VULN-00539,CVE-2021-98902,SERVER-056,Office-C,Medium,CentOS 7,TRUE,PHP 5.6,TRUE,2025-02-27
VULN-00540,CVE-2025-30389,SERVER-054,Office-D,Medium,Debian 9,TRUE,PHP 5.6,TRUE,2023-12-31
VULN-00541,CVE-2021-81490,SERVER-002,Office-D,Critical,Ubuntu 20.04,FALSE,Tomcat,FALSE,2024-07-23
VULN-00542,CVE-2025-99607,SERVER-041,Office-B,High,Windows Server 2016,TRUE,JBoss,TRUE,2023-09-27
VULN-00543,CVE-2021-88894,SERVER-064,Office-D,Medium,Debian 9,TRUE,Apache HTTP Server,FALSE,2025-02-25
VULN-00544,CVE-2022-6034,SERVER-064,Office-D,Critical,Debian 9,TRUE,PHP 5.6,TRUE,2023-08-11
VULN-00545,CVE-2023-64075,SERVER-051,Office-D,Medium,Ubuntu 20.04,FALSE,PHP 5.6,TRUE,2025-07-19
VULN-00546,CVE-2025-47306,SERVER-067,Office-D,High,CentOS 7,TRUE,IIS,FALSE,2024-11-25
VULN-00547,CVE-2021-12720,SERVER-003,Office-D,Low,Windows Server 2016,TRUE,Python 2.7,TRUE,2025-04-13
VULN-00548,CVE-2025-65564,SERVER-062,Office-A,Medium,Windows Server 2016,TRUE,Spring Framework,FALSE,2023-10-31
VULN-00549,CVE-2021-23417,SERVER-054,Office-D,High,Debian 9,TRUE,PHP 5.6,TRUE,2024-09-05
VULN-00550,CVE-2024-65979,SERVER-023,Office-C,High,Debian 9,TRUE,MySQL,FALSE,2025-03-20
VULN-00551,CVE-2025-70371,SERVER-017,Office-A,Critical,RedHat Enterprise Linux 8,FALSE,Struts 2,TRUE,2023-10-08
VULN-00552,CVE-2023-89893,SERVER-015,Office-B,Low,Debian 9,TRUE,PHP 5.6,TRUE,2023-07-31
VULN-00553,CVE-2022-6222,SERVER-027,Office-B,Medium,Debian 9,TRUE,Struts 2,TRUE,2024-05-08
VULN-00554,CVE-2024-42272,SERVER-049,Office-C,High,Windows Server 2019,FALSE,PHP 5.6,TRUE,2025-03-02
VULN-00555,CVE-2021-14144,SERVER-011,Office-D,Medium,Debian 9,TRUE,PHP 5.6,TRUE,2024-08-02
VULN-00556,CVE-2023-35332,SERVER-022,Office-D,Low,Windows Server 2019,FALSE,PHP 5.6,TRUE,2024-11-27
VULN-00557,CVE-2025-84213,SERVER-037,Office-B,Critical,CentOS 7,TRUE,PHP 5.6,TRUE,2025-06-27
VULN-00558,CVE-2021-33513,SERVER-011,Office-D,Low,Debian 9,TRUE,Struts 2,TRUE,2024-03-15
VULN-00559,CVE-2022-29517,SERVER-048,Office-C,High,RedHat Enterprise Linux 8,FALSE,Redis,FALSE,2025-05-26
VULN-00560,CVE-2024-59199,SERVER-035,Office-C,High,Debian 9,TRUE,Apache HTTP Server,FALSE,2024-10-29
VULN-00561,CVE-2025-3480,SERVER-017,Office-A,Low,RedHat Enterprise Linux 8,FALSE,Apache HTTP Server,FALSE,2025-06-30
VULN-00562,CVE-2023-58817,SERVER-002,Office-D,High,Ubuntu 20.04,FALSE,PHP 5.6,TRUE,2024-04-30
VULN-00563,CVE-2024-47004,SERVER-038,Office-D,Medium,RedHat Enterprise Linux 8,FALSE,JBoss,TRUE,2024-02-25
VULN-00564,CVE-2025-83613,SERVER-036,Office-B,Medium,Windows Server 2016,TRUE,PostgreSQL,FALSE,2023-11-07
VULN-00565,CVE-2022-84670,SERVER-046,Office-B,Medium,Windows Server 2019,FALSE,Tomcat,FALSE,2025-01-07
VULN-00566,CVE-2023-85941,SERVER-065,Office-A,Critical,Windows Server 2016,TRUE,PHP 5.6,TRUE,2024-12-26
VULN-00567,CVE-2021-64630,SERVER-004,Office-A,High,CentOS 7,TRUE,nginx,FALSE,2024-02-20
VULN-00568,CVE-2021-36589,SERVER-042,Office-D,Low,CentOS 7,TRUE,JBoss,TRUE,2024-12-09
VULN-00569,CVE-2024-74487,SERVER-044,Office-D,Critical,CentOS 7,TRUE,MySQL,FALSE,2023-12-17
VULN-00570,CVE-2025-74565,SERVER-015,Office-B,Low,Debian 9,TRUE,Apache HTTP Server,FALSE,2024-05-30
VULN-00571,CVE-2022-59407,SERVER-007,Office-D,Medium,Windows Server 2016,TRUE,JBoss,TRUE,2024-06-22
VULN-00572,CVE-2022-31281,SERVER-052,Office-A,High,Linux,FALSE,Python 2.7,TRUE,2024-07-23
VULN-00573,CVE-2022-50419,SERVER-054,Office-D,Critical,Debian 9,TRUE,PHP 5.6,TRUE,2024-12-17
VULN-00574,CVE-2021-24062,SERVER-034,Office-A,High,Windows Server 2016,TRUE,Tomcat,FALSE,2024-01-03
VULN-00575,CVE-2023-95164,SERVER-011,Office-D,High,Debian 9,TRUE,PHP 5.6,TRUE,2023-10-25
VULN-00576,CVE-2022-19555,SERVER-005,Office-C,Critical,Windows Server 2022,FALSE,JBoss,TRUE,2023-08-20
VULN-00577,CVE-2025-79296,SERVER-044,Office-D,Critical,CentOS 7,TRUE,Tomcat,FALSE,2023-08-17
VULN-00578,CVE-2022-56916,SERVER-056,Office-C,Low,CentOS 7,TRUE,JBoss,TRUE,2024-02-10
VULN-00579,CVE-2021-77478,SERVER-006,Office-D,Medium,CentOS 7,TRUE,Struts 2,TRUE,2024-08-13
VULN-00580,CVE-2023-54491,SERVER-061,Office-D,Medium,Windows Server 2019,FALSE,Spring Framework,FALSE,2025-02-18
VULN-00581,CVE-2021-46455,SERVER-008,Office-D,High,Windows Server 2022,FALSE,Apache HTTP Server,FALSE,2024-04-23
VULN-00582,CVE-2025-26330,SERVER-056,Office-C,High,CentOS 7,TRUE,Node.js,FALSE,2023-08-08
VULN-00583,CVE-2025-97173,SERVER-050,Office-D,Critical,RedHat Enterprise Linux 8,FALSE,nginx,FALSE,2024-03-09
VULN-00584,CVE-2021-92510,SERVER-050,Office-D,High,RedHat Enterprise Linux 8,FALSE,Apache HTTP Server,FALSE,2025-03-07
VULN-00585,CVE-2022-20438,SERVER-003,Office-D,High,Windows Server 2016,TRUE,Python 2.7,TRUE,2023-08-25
VULN-00586,CVE-2025-81859,SERVER-005,Office-C,High,Windows Server 2022,FALSE,Node.js,FALSE,2024-03-08
VULN-00587,CVE-2025-50143,SERVER-028,Office-B,High,Debian 9,TRUE,Node.js,FALSE,2024-12-31
VULN-00588,CVE-2024-75467,SERVER-054,Office-D,High,Debian 9,TRUE,Python 2.7,TRUE,2025-04-05
VULN-00589,CVE-2023-11837,SERVER-038,Office-D,High,RedHat Enterprise Linux 8,FALSE,Struts 2,TRUE,2025-06-18
VULN-00590,CVE-2023-68362,SERVER-024,Office-D,Critical,Windows Server 2016,TRUE,OpenSSL,FALSE,2025-03-21
VULN-00591,CVE-2024-76964,SERVER-041,Office-B,High,Windows Server 2016,TRUE,Redis,FALSE,2024-05-17
VULN-00592,CVE-2021-62477,SERVER-031,Office-A,Critical,Ubuntu 20.04,FALSE,PHP 5.6,TRUE,2024-06-25
VULN-00593,CVE-2021-38748,SERVER-035,Office-C,Low,Debian 9,TRUE,PHP 5.6,TRUE,2023-09-25
VULN-00594,CVE-2022-86042,SERVER-059,Office-A,High,Debian 9,TRUE,JBoss,TRUE,2025-02-20
VULN-00595,CVE-2023-21291,SERVER-040,Office-B,High,Debian 9,TRUE,Apache HTTP Server,FALSE,2024-07-18
VULN-00596,CVE-2021-33171,SERVER-046,Office-B,High,Windows Server 2019,FALSE,Node.js,FALSE,2024-01-29
VULN-00597,CVE-2023-38196,SERVER-009,Office-D,Critical,Debian 9,TRUE,OpenSSH,FALSE,2025-07-21
VULN-00598,CVE-2025-40029,SERVER-009,Office-D,High,Debian 9,TRUE,Redis,FALSE,2024-06-20
VULN-00599,CVE-2021-18992,SERVER-046,Office-B,High,Windows Server 2019,FALSE,Struts 2,TRUE,2025-05-01
VULN-00600,CVE-2022-92554,SERVER-036,Office-B,High,Windows Server 2016,TRUE,Python 2.7,TRUE,2024-05-11
VULN-00601,CVE-2021-6093,SERVER-043,Office-D,Medium,Windows Server 2022,FALSE,nginx,FALSE,2025-05-02
VULN-00602,CVE-2025-12575,SERVER-004,Office-A,Medium,CentOS 7,TRUE,PHP 5.6,TRUE,2025-01-05
VULN-00603,CVE-2025-66272,SERVER-065,Office-A,Critical,Windows Server 2016,TRUE,Node.js,FALSE,2023-12-21
VULN-00604,CVE-2024-55770,SERVER-044,Office-D,Critical,CentOS 7,TRUE,Struts 2,TRUE,2023-12-28
VULN-00605,CVE-2022-60825,SERVER-038,Office-D,Medium,RedHat Enterprise Linux 8,FALSE,Tomcat,FALSE,2024-09-15
VULN-00606,CVE-2025-18329,SERVER-068,Office-C,Low,Debian 9,TRUE,Python 2.7,TRUE,2023-08-16
VULN-00607,CVE-2022-70061,SERVER-048,Office-C,Medium,RedHat Enterprise Linux 8,FALSE,Struts 2,TRUE,2023-09-26
VULN-00608,CVE-2023-64184,SERVER-050,Office-D,High,RedHat Enterprise Linux 8,FALSE,OpenSSH,FALSE,2025-05-19
VULN-00609,CVE-2025-11048,SERVER-044,Office-D,Low,CentOS 7,TRUE,Apache HTTP Server,FALSE,2025-05-20
VULN-00610,CVE-2022-70041,SERVER-030,Office-D,Medium,RedHat Enterprise Linux 8,FALSE,PHP 5.6,TRUE,2024-01-03
VULN-00611,CVE-2024-35181,SERVER-001,Office-D,High,Debian 9,TRUE,Node.js,FALSE,2023-08-25
VULN-00612,CVE-2021-11009,SERVER-042,Office-D,Low,CentOS 7,TRUE,JBoss,TRUE,2023-11-04
VULN-00613,CVE-2022-26349,SERVER-054,Office-D,Medium,Debian 9,TRUE,OpenSSL,FALSE,2024-09-09
VULN-00614,CVE-2021-69065,SERVER-059,Office-A,High,Debian 9,TRUE,OpenSSL,FALSE,2024-04-03
VULN-00615,CVE-2024-73904,SERVER-017,Office-A,Medium,RedHat Enterprise Linux 8,FALSE,nginx,FALSE,2024-05-24
VULN-00616,CVE-2024-33653,SERVER-064,Office-D,High,Debian 9,TRUE,Python 2.7,TRUE,2025-06-30
VULN-00617,CVE-2021-5479,SERVER-045,Office-B,Low,RedHat Enterprise Linux 8,FALSE,JBoss,TRUE,2025-04-14
VULN-00618,CVE-2022-56169,SERVER-025,Office-A,Medium,Windows Server 2019,FALSE,Spring Framework,FALSE,2024-06-26
VULN-00619,CVE-2022-79635,SERVER-026,Office-C,Critical,Linux,FALSE,Struts 2,TRUE,2024-05-20
VULN-00620,CVE-2022-70120,SERVER-008,Office-D,Medium,Windows Server 2022,FALSE,MySQL,FALSE,2024-03-09
VULN-00621,CVE-2025-99088,SERVER-030,Office-D,Medium,RedHat Enterprise Linux 8,FALSE,Node.js,FALSE,2023-10-15
VULN-00622,CVE-2025-20391,SERVER-042,Office-D,High,CentOS 7,TRUE,PHP 5.6,TRUE,2024-01-07
VULN-00623,CVE-2025-16462,SERVER-027,Office-B,High,Debian 9,TRUE,Redis,FALSE,2023-12-06
VULN-00624,CVE-2023-17262,SERVER-040,Office-B,Low,Debian 9,TRUE,OpenSSH,FALSE,2024-12-09
VULN-00625,CVE-2021-82578,SERVER-020,Office-B,High,Linux,FALSE,Python 2.7,TRUE,2024-09-06
VULN-00626,CVE-2021-2583,SERVER-014,Office-D,High,Ubuntu 20.04,FALSE,PHP 5.6,TRUE,2024-02-21
VULN-00627,CVE-2023-74149,SERVER-054,Office-D,Medium,Debian 9,TRUE,MySQL,FALSE,2023-10-18
VULN-00628,CVE-2025-88549,SERVER-052,Office-A,Medium,Linux,FALSE,Python 2.7,TRUE,2024-11-18
VULN-00629,CVE-2021-87532,SERVER-047,Office-B,High,RedHat Enterprise Linux 8,FALSE,Spring Framework,FALSE,2024-03-02
VULN-00630,CVE-2022-17846,SERVER-060,Office-B,High,Windows Server 2016,TRUE,JBoss,TRUE,2024-11-04
VULN-00631,CVE-2023-90291,SERVER-007,Office-D,High,Windows Server 2016,TRUE,Python 2.7,TRUE,2024-04-18
VULN-00632,CVE-2023-50870,SERVER-007,Office-D,Low,Windows Server 2016,TRUE,OpenSSH,FALSE,2023-12-11
VULN-00633,CVE-2022-75008,SERVER-018,Office-B,Critical,Debian 9,TRUE,Node.js,FALSE,2023-07-27
VULN-00634,CVE-2024-49740,SERVER-062,Office-A,Critical,Windows Server 2016,TRUE,Python 2.7,TRUE,2025-02-01
VULN-00635,CVE-2021-57551,SERVER-009,Office-D,Low,Debian 9,TRUE,PostgreSQL,FALSE,2025-07-17
VULN-00636,CVE-2022-64029,SERVER-041,Office-B,Medium,Windows Server 2016,TRUE,Python 2.7,TRUE,2024-11-27
VULN-00637,CVE-2025-1061,SERVER-062,Office-A,Medium,Windows Server 2016,TRUE,OpenSSL,FALSE,2023-11-02
VULN-00638,CVE-2024-71943,SERVER-012,Office-B,High,Debian 9,TRUE,JBoss,TRUE,2024-06-12
VULN-00639,CVE-2025-54859,SERVER-027,Office-B,Medium,Debian 9,TRUE,Spring Framework,FALSE,2023-10-08
VULN-00640,CVE-2022-5730,SERVER-023,Office-C,Medium,Debian 9,TRUE,OpenSSL,FALSE,2023-11-29
VULN-00641,CVE-2023-1977,SERVER-011,Office-D,Medium,Debian 9,TRUE,Python 2.7,TRUE,2023-09-01
VULN-00642,CVE-2023-71402,SERVER-016,Office-C,Low,Debian 9,TRUE,PHP 5.6,TRUE,2023-09-26
VULN-00643,CVE-2025-45043,SERVER-018,Office-B,High,Debian 9,TRUE,Struts 2,TRUE,2024-01-24
VULN-00644,CVE-2022-99921,SERVER-038,Office-D,Low,RedHat Enterprise Linux 8,FALSE,PHP 5.6,TRUE,2024-05-31
VULN-00645,CVE-2025-40529,SERVER-028,Office-B,Low,Debian 9,TRUE,Python 2.7,TRUE,2024-12-12
VULN-00646,CVE-2022-73746,SERVER-044,Office-D,Medium,CentOS 7,TRUE,Spring Framework,FALSE,2024-03-17
VULN-00647,CVE-2021-23761,SERVER-040,Office-B,Medium,Debian 9,TRUE,OpenSSL,FALSE,2024-03-28
VULN-00648,CVE-2025-39853,SERVER-014,Office-D,Medium,Ubuntu 20.04,FALSE,nginx,FALSE,2025-07-22
VULN-00649,CVE-2022-65329,SERVER-025,Office-A,Low,Windows Server 2019,FALSE,Python 2.7,TRUE,2024-09-15
VULN-00650,CVE-2023-19921,SERVER-037,Office-B,High,CentOS 7,TRUE,nginx,FALSE,2024-05-01
VULN-00651,CVE-2021-11399,SERVER-052,Office-A,Low,Linux,FALSE,PostgreSQL,FALSE,2024-07-14
VULN-00652,CVE-2021-70013,SERVER-059,Office-A,High,Debian 9,TRUE,MySQL,FALSE,2024-01-20
VULN-00653,CVE-2024-5498,SERVER-061,Office-D,High,Windows Server 2019,FALSE,JBoss,TRUE,2025-07-14
VULN-00654,CVE-2024-4942,SERVER-035,Office-C,Medium,Debian 9,TRUE,PHP 5.6,TRUE,2024-08-29
VULN-00655,CVE-2025-1142,SERVER-011,Office-D,Medium,Debian 9,TRUE,OpenSSH,FALSE,2024-11-18
